Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,released_amount_imputed
1666,KA09118,Mysuru Constituency,Mysuru,Karnataka,1000000,700000.0,604319.12,sanctioned,730,2023-02-22,2025-02-21,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,True
1667,WE09648,Howrah Constituency,Howrah,West Bengal,750000,750000.0,367500.0,completed,270,2024-04-06,2025-01-01,2025-01-04,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1668,WE09998,Howrah Constituency,Howrah,West Bengal,500000,500000.0,415490.06,stalled,180,2023-06-16,2023-12-13,,Zilla Parishad,drinking water,12.8,synthetic,sample_projects_synthetic.csv,False
1669,AN09675,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,1000000.0,494870.05,ongoing,90,2024-10-21,2025-01-19,,Jal Nigam,electricity,56.5,synthetic,sample_projects_synthetic.csv,False
1670,UT10400,Varanasi Constituency,Varanasi,Uttar Pradesh,500000,500000.0,349357.31,sanctioned,90,2024-04-12,2024-07-11,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1671,UT09600,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,0.0,0.0,recommended,180,2023-12-15,2024-06-12,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
1672,BI09393,Patna Constituency,Patna,Bihar,500000,250000.0,108921.2,stalled,365,2023-06-29,2024-06-28,,Jal Nigam,sanitation,35.3,synthetic,sample_projects_synthetic.csv,False
1673,MA10235,Nagpur Constituency,Nagpur,Maharashtra,2000000,1000000.0,866739.94,sanctioned,90,2024-01-08,2024-04-07,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1675,MA09974,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,576328.54,stalled,90,2023-10-22,2024-01-20,,Rural Dev Dept,road,90.0,synthetic,sample_projects_synthetic.csv,False
1676,MA09027,Nagpur Constituency,Nagpur,Maharashtra,1500000,750000.0,546026.04,completed,730,2023-06-26,2025-06-25,2025-06-16,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1677,BI10352,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,0.0,recommended,365,2023-03-13,2024-03-12,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
1678,WE09729,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,730,2023-06-07,2025-06-06,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1679,AN10162,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,1282204.49,sanctioned,365,2023-04-10,2024-04-09,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1681,TA10245,Chennai Constituency,Chennai,Tamil Nadu,2000000,2000000.0,1525591.89,ongoing,90,2024-05-26,2024-08-24,,Rural Dev Dept,community hall,40.2,synthetic,sample_projects_synthetic.csv,False
1682,BI09933,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,0.0,0.0,recommended,90,2023-09-19,2023-12-18,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1684,UT09807,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,357752.63,stalled,730,2023-12-03,2025-12-02,,Zilla Parishad,electricity,33.5,synthetic,sample_projects_synthetic.csv,False
1685,MA09677,Nagpur Constituency,Nagpur,Maharashtra,1000000,500000.0,316582.21,ongoing,270,2024-02-26,2024-11-22,,PWD,road,94.7,synthetic,sample_projects_synthetic.csv,False
1686,AN09270,Guntur Constituency,Guntur,Andhra Pradesh,300000,0.0,0.0,recommended,545,2023-12-28,2025-06-25,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
1687,BI10391,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,210000.0,126328.16,stalled,180,2024-06-27,2024-12-24,,PWD,drinking water,69.3,synthetic,sample_projects_synthetic.csv,True
1688,KA09636,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,1500000.0,882712.22,ongoing,180,2023-07-13,2024-01-09,,PWD,electricity,34.9,synthetic,sample_projects_synthetic.csv,False
1689,TA09066,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,230955.42,stalled,730,2024-07-03,2026-07-03,,Rural Dev Dept,road,35.7,synthetic,sample_projects_synthetic.csv,False
1695,UT09161,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,637500.0,ongoing,180,2024-04-10,2024-10-07,,Jal Nigam,school,26.3,synthetic,sample_projects_synthetic.csv,False
1696,KE09544,Ernakulam Constituency,Ernakulam,Kerala,1500000,1500000.0,1345502.76,sanctioned,180,2023-04-16,2023-10-13,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1697,KE09295,Ernakulam Constituency,Ernakulam,Kerala,300000,150000.0,82314.06,ongoing,90,2024-03-22,2024-06-20,,Rural Dev Dept,drinking water,12.3,synthetic,sample_projects_synthetic.csv,False
1698,AN09914,Krishna Constituency,Krishna,Andhra Pradesh,500000,500000.0,478164.2,sanctioned,90,2023-09-17,2023-12-16,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
1699,UT09111,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,2000000.0,1931850.06,completed,270,2023-02-04,2023-11-01,2023-10-18,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1701,UT09952,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,200000.0,165761.07,stalled,545,2024-03-03,2025-08-30,,Rural Dev Dept,road,92.8,synthetic,sample_projects_synthetic.csv,False
1702,BI10252,Gaya Constituency,Gaya,Bihar,750000,0.0,0.0,recommended,365,2023-11-19,2024-11-18,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
1703,MA09160,Pune Constituency,Pune,Maharashtra,1000000,500000.0,366359.81,completed,270,2023-04-27,2024-01-22,2024-06-14,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1704,AN10496,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,2000000.0,869281.92,stalled,365,2024-10-16,2025-10-16,,Zilla Parishad,electricity,60.6,synthetic,sample_projects_synthetic.csv,False
1705,KE10009,Kozhikode Constituency,Kozhikode,Kerala,2000000,2000000.0,700000.0,stalled,90,2023-06-24,2023-09-22,,Rural Dev Dept,community hall,25.4,synthetic,sample_projects_synthetic.csv,False
1706,KE09033,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1064204.93,completed,270,2023-06-30,2024-03-26,2024-04-15,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1707,MA09032,Nagpur Constituency,Nagpur,Maharashtra,300000,300000.0,132426.27,ongoing,365,2024-08-22,2025-08-22,,Rural Dev Dept,school,92.9,synthetic,sample_projects_synthetic.csv,False
1710,UT09891,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,696941.7,stalled,180,2023-01-01,2023-06-30,,Zilla Parishad,road,23.4,synthetic,sample_projects_synthetic.csv,False
1712,UT10485,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,300000.0,158596.38,completed,730,2023-12-12,2025-12-11,2026-01-19,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1713,KA09550,Mysuru Constituency,Mysuru,Karnataka,2000000,2000000.0,836389.74,sanctioned,180,2024-07-12,2025-01-08,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1714,KE09038,Kozhikode Constituency,Kozhikode,Kerala,300000,150000.0,79746.39,stalled,90,2023-06-09,2023-09-07,,Zilla Parishad,road,49.4,synthetic,sample_projects_synthetic.csv,False
1715,RA09506,Jaipur Constituency,Jaipur,Rajasthan,300000,0.0,0.0,recommended,730,2023-03-09,2025-03-08,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1716,UT09331,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,300000.0,171000.0,completed,365,2023-01-08,2024-01-08,2024-03-06,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv,False
1718,MA09154,Pune Constituency,Pune,Maharashtra,2000000,0.0,0.0,recommended,90,2024-01-05,2024-04-04,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
1720,KE10173,Ernakulam Constituency,Ernakulam,Kerala,500000,500000.0,242219.52,completed,365,2023-02-10,2024-02-10,2024-05-13,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1722,UT10112,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,0.0,0.0,recommended,545,2023-09-06,2025-03-04,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1725,AN09028,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,528942.66,completed,545,2024-10-21,2026-04-19,2026-09-05,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1727,BI09653,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,375000.0,308802.21,stalled,730,2023-10-20,2025-10-19,,Rural Dev Dept,school,78.6,synthetic,sample_projects_synthetic.csv,False
1728,AN09507,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,1243695.94,sanctioned,270,2024-03-22,2024-12-17,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
1729,BI09435,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,1031881.96,stalled,365,2024-05-31,2025-05-31,,Jal Nigam,drinking water,41.5,synthetic,sample_projects_synthetic.csv,False
1730,MA10073,Nagpur Constituency,Nagpur,Maharashtra,2000000,1000000.0,473757.99,ongoing,730,2024-03-04,2026-03-04,,PWD,irrigation,14.6,synthetic,sample_projects_synthetic.csv,False
1731,AN10211,Guntur Constituency,Guntur,Andhra Pradesh,1000000,500000.0,424319.14,ongoing,180,2023-09-07,2024-03-05,,PWD,electricity,49.4,synthetic,sample_projects_synthetic.csv,False
1732,RA09272,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,227395.81,stalled,270,2023-05-15,2024-02-09,,Zilla Parishad,sanitation,33.2,synthetic,sample_projects_synthetic.csv,False
1733,BI09959,Patna Constituency,Patna,Bihar,500000,350000.0,143949.75,stalled,270,2023-10-09,2024-07-05,,Zilla Parishad,irrigation,12.5,synthetic,sample_projects_synthetic.csv,True
1734,AN09091,Guntur Constituency,Guntur,Andhra Pradesh,200000,0.0,0.0,recommended,730,2024-06-24,2026-06-24,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
1735,BI09359,Patna Constituency,Patna,Bihar,200000,200000.0,181178.23,completed,545,2024-04-19,2025-10-16,2025-11-19,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1736,KA09064,Mysuru Constituency,Mysuru,Karnataka,2000000,2000000.0,1326534.52,ongoing,90,2024-01-30,2024-04-29,,Zilla Parishad,road,47.7,synthetic,sample_projects_synthetic.csv,False
1739,WE09736,Kolkata Constituency,Kolkata,West Bengal,200000,200000.0,126000.0,sanctioned,270,2023-12-23,2024-09-18,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
1740,KE09369,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1600000.0,sanctioned,180,2024-11-03,2025-05-02,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1741,KA10302,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,2000000,1000000.0,420000.0,stalled,90,2024-06-30,2024-09-28,,PWD,sanitation,85.8,synthetic,sample_projects_synthetic.csv,False
1743,MA10142,Nagpur Constituency,Nagpur,Maharashtra,2000000,1000000.0,783000.25,ongoing,270,2024-08-29,2025-05-26,,Jal Nigam,irrigation,11.2,synthetic,sample_projects_synthetic.csv,False
1748,TA09560,Madurai Constituency,Madurai,Tamil Nadu,1500000,1500000.0,698535.42,ongoing,545,2024-02-06,2025-08-04,,PWD,irrigation,38.7,synthetic,sample_projects_synthetic.csv,False
1749,AN09147,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,513757.9,completed,545,2023-12-12,2025-06-09,2025-11-03,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1750,KE09741,Kozhikode Constituency,Kozhikode,Kerala,750000,750000.0,456909.8,sanctioned,270,2023-05-09,2024-02-03,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
1751,BI09316,Patna Constituency,Patna,Bihar,200000,200000.0,176879.14,ongoing,730,2023-02-07,2025-02-06,,Jal Nigam,irrigation,30.9,synthetic,sample_projects_synthetic.csv,False
1752,RA09730,Jodhpur Constituency,Jodhpur,Rajasthan,300000,300000.0,226825.56,ongoing,545,2024-02-16,2025-08-14,,Rural Dev Dept,electricity,32.2,synthetic,sample_projects_synthetic.csv,False
1753,TA09696,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,750000.0,700108.08,completed,545,2024-07-07,2026-01-03,2026-07-08,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1754,KE09399,Ernakulam Constituency,Ernakulam,Kerala,1500000,1050000.0,451500.0,stalled,90,2024-11-29,2025-02-27,,PWD,electricity,51.8,synthetic,sample_projects_synthetic.csv,True
1755,RA10284,Jaipur Constituency,Jaipur,Rajasthan,500000,250000.0,126552.22,stalled,545,2023-09-27,2025-03-25,,PWD,school,70.3,synthetic,sample_projects_synthetic.csv,False
1757,UT10000,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,448727.09,sanctioned,365,2023-10-05,2024-10-04,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1759,UT10330,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,0.0,0.0,recommended,545,2023-02-04,2024-08-02,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1760,TA09049,Madurai Constituency,Madurai,Tamil Nadu,200000,100000.0,57227.0,stalled,730,2024-10-11,2026-10-11,,Zilla Parishad,road,41.0,synthetic,sample_projects_synthetic.csv,False
1761,KA09825,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,500000.0,408377.19,ongoing,270,2024-03-21,2024-12-16,,Zilla Parishad,drinking water,21.1,synthetic,sample_projects_synthetic.csv,False
1762,WE10125,Howrah Constituency,Howrah,West Bengal,500000,250000.0,119043.01,stalled,365,2024-11-24,2025-11-24,,Rural Dev Dept,school,31.1,synthetic,sample_projects_synthetic.csv,False
1763,UT09805,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,0.0,0.0,recommended,730,2024-03-30,2026-03-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1764,RA09555,Jodhpur Constituency,Jodhpur,Rajasthan,200000,100000.0,48000.0,stalled,90,2023-09-24,2023-12-23,,Zilla Parishad,sanitation,25.9,synthetic,sample_projects_synthetic.csv,False
1765,UT09107,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,150000.0,62272.07,completed,545,2023-08-18,2025-02-13,2025-05-13,Jal Nigam,road,100.0,synthetic,sample_projects_synthetic.csv,False
1768,KE10258,Ernakulam Constituency,Ernakulam,Kerala,1500000,750000.0,575273.77,stalled,90,2024-11-22,2025-02-20,,Zilla Parishad,irrigation,72.8,synthetic,sample_projects_synthetic.csv,False
1769,AN09286,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,2000000.0,1560000.0,sanctioned,365,2023-06-11,2024-06-10,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1770,RA09529,Jaipur Constituency,Jaipur,Rajasthan,300000,0.0,0.0,recommended,90,2023-10-07,2024-01-05,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1771,BI10184,Patna Constituency,Patna,Bihar,1000000,0.0,0.0,recommended,365,2023-03-13,2024-03-12,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1773,KA09570,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,500000.0,347514.24,completed,90,2024-11-02,2025-01-31,2025-03-22,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1774,TA09469,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,375000.0,243217.14,completed,730,2024-01-06,2026-01-05,2026-04-12,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1776,RA09149,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,435904.51,completed,365,2024-02-19,2025-02-18,2025-05-22,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,False
1777,AN10640,Guntur Constituency,Guntur,Andhra Pradesh,750000,0.0,0.0,recommended,730,2023-05-29,2025-05-28,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,False
1778,UT10014,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,0.0,0.0,recommended,270,2024-03-05,2024-11-30,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
1779,RA10127,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,156480.62,sanctioned,545,2024-05-20,2025-11-16,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1780,KA09338,Belagavi Constituency,Belagavi,Karnataka,1500000,0.0,0.0,recommended,730,2023-08-30,2025-08-29,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
1781,RA10429,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,148146.18,ongoing,270,2023-12-06,2024-09-01,,Rural Dev Dept,irrigation,53.2,synthetic,sample_projects_synthetic.csv,False
1784,KA10444,Mysuru Constituency,Mysuru,Karnataka,1500000,1500000.0,1411133.22,stalled,730,2024-04-29,2026-04-29,,PWD,electricity,10.1,synthetic,sample_projects_synthetic.csv,False
1785,KE10169,Ernakulam Constituency,Ernakulam,Kerala,500000,250000.0,187500.0,sanctioned,270,2023-12-15,2024-09-10,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1786,WE10158,Howrah Constituency,Howrah,West Bengal,1000000,1000000.0,490361.66,stalled,180,2024-01-06,2024-07-04,,PWD,road,43.7,synthetic,sample_projects_synthetic.csv,False
1788,BI09165,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,700000.0,497000.0,stalled,90,2024-04-02,2024-07-01,,PWD,sanitation,29.0,synthetic,sample_projects_synthetic.csv,True
1789,UT10041,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,0.0,0.0,recommended,545,2023-10-23,2025-04-20,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1790,BI09719,Muzaffarpur Constituency,Muzaffarpur,Bihar,2000000,1000000.0,500000.0,sanctioned,730,2024-10-24,2026-10-24,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1791,RA09048,Jodhpur Constituency,Jodhpur,Rajasthan,1500000,1500000.0,789948.15,completed,545,2024-05-08,2025-11-04,2025-10-28,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1792,UT09375,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,1000000.0,840000.0,ongoing,730,2024-02-05,2026-02-04,,Rural Dev Dept,sanitation,12.6,synthetic,sample_projects_synthetic.csv,False
1793,AN09060,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,100000.0,74013.48,ongoing,730,2023-05-14,2025-05-13,,PWD,drinking water,53.9,synthetic,sample_projects_synthetic.csv,False
1795,TA09479,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,272788.75,sanctioned,90,2023-08-27,2023-11-25,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1796,KE10317,Kozhikode Constituency,Kozhikode,Kerala,500000,500000.0,466382.51,completed,545,2023-01-04,2024-07-02,2024-06-13,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1798,TA09713,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,375000.0,285000.0,sanctioned,270,2023-04-18,2024-01-13,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
1800,KA10177,Mysuru Constituency,Mysuru,Karnataka,2000000,2000000.0,1982406.36,stalled,180,2023-10-15,2024-04-12,,PWD,sanitation,45.9,synthetic,sample_projects_synthetic.csv,False
1801,UT09671,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,2000000.0,1538736.16,stalled,365,2023-09-08,2024-09-07,,PWD,road,73.5,synthetic,sample_projects_synthetic.csv,False
1803,TA09878,Chennai Constituency,Chennai,Tamil Nadu,750000,750000.0,340200.95,stalled,545,2023-10-23,2025-04-20,,Rural Dev Dept,sanitation,78.9,synthetic,sample_projects_synthetic.csv,False
1804,AN09454,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,200000.0,181569.04,sanctioned,180,2024-11-05,2025-05-04,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1805,BI09789,Patna Constituency,Patna,Bihar,200000,200000.0,109507.32,stalled,270,2024-06-04,2025-03-01,,Rural Dev Dept,sanitation,94.5,synthetic,sample_projects_synthetic.csv,False
1806,KE09820,Ernakulam Constituency,Ernakulam,Kerala,300000,0.0,0.0,recommended,270,2023-05-26,2024-02-20,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1807,TA10438,Chennai Constituency,Chennai,Tamil Nadu,500000,500000.0,226923.25,stalled,90,2024-03-24,2024-06-22,,Rural Dev Dept,drinking water,34.1,synthetic,sample_projects_synthetic.csv,False
